body_length,subject_length,link_count,has_links,urgency_score,subject_urgency,caps_count,label
6058,21,0,0,0,0,0,0
936,34,0,0,1,0,1,0
2810,59,0,0,1,0,8,0
251,6,0,0,0,0,1,0
43,42,0,0,0,0,1,0
1057,22,0,0,1,0,0,0
2308,51,0,0,1,0,4,0
1121,46,0,0,0,0,3,0
1545,40,0,0,0,0,3,0
681,46,0,0,1,0,3,0
106,20,0,0,1,0,0,0
318,39,0,0,0,0,11,0
315,41,0,0,1,0,2,0
100,32,0,0,0,0,3,0
2278,20,0,0,1,0,1,0
345,30,0,0,0,0,1,0
2948,22,0,0,0,0,1,0
1089,20,0,0,0,0,1,0
219,24,0,0,0,0,0,0
369,44,0,0,0,0,2,0
1108,18,0,0,0,0,2,0
730,39,0,0,1,0,0,0
376,42,0,0,0,0,4,0
5701,20,0,0,0,0,1,0
1164,50,0,0,0,0,3,0
223,46,0,0,0,0,8,0
141,43,0,0,0,0,1,0
675,51,0,0,0,0,9,0
3554,37,0,0,1,0,5,0
4053,37,0,0,1,0,5,0
568,45,0,0,0,0,3,0
383,38,0,0,0,0,0,0
1426,51,0,0,0,0,9,0
3349,43,0,0,1,0,1,0
659,49,0,0,0,0,2,0
388,6,0,0,0,0,1,0
509,51,0,0,0,0,4,0
888,24,0,0,1,0,2,0
1457,29,0,0,1,0,3,0
1461,29,0,0,1,0,3,0
48,29,0,0,0,0,3,0
2041,29,0,0,1,0,3,0
259,24,0,0,1,0,2,0
196,12,0,0,0,0,1,0
1475,29,0,0,1,0,3,0
699,27,0,0,0,0,3,0
113,27,0,0,0,0,3,0
635,16,0,0,1,0,0,0
626,56,0,0,0,0,0,0
771,43,0,0,0,0,4,0
1662,51,0,0,1,0,9,0
796,55,0,0,0,0,3,0
2166,40,0,0,2,0,2,0
464,49,0,0,0,0,4,0
3890,18,0,0,0,0,0,0
602,50,0,0,0,0,3,0
580,35,0,0,0,0,1,0
4607,37,0,0,1,0,5,0
668,46,0,0,0,0,2,0
733,10,0,0,1,0,0,0
543,45,0,0,0,0,3,0
389,29,0,0,0,0,3,0
1941,26,0,0,3,0,0,0
1020,45,0,0,0,0,4,0
55,15,0,0,0,0,1,0
926,34,0,0,0,0,3,0
706,15,0,0,1,0,1,0
683,36,0,0,0,0,2,0
943,46,0,0,0,0,5,0
774,46,0,0,0,0,2,0
579,51,0,0,0,0,3,0
1162,55,0,0,1,0,4,0
312,36,0,0,0,0,2,0
206,10,0,0,0,0,1,0
450,37,0,0,0,0,3,0
515,43,0,0,0,0,2,0
58,28,0,0,0,0,3,0
405,33,0,0,1,0,0,0
441,16,0,0,1,0,2,0
65,4,0,0,0,0,1,0
642,33,0,0,0,0,4,0
465,39,0,0,0,0,2,0
290,8,0,0,1,0,2,0
1348,49,0,0,0,0,6,0
314,21,0,0,0,0,3,0
992,35,0,0,0,0,3,0
1870,15,0,0,0,0,1,0
314,30,0,0,0,0,6,0
1364,35,0,0,0,0,7,0
237,6,0,0,1,0,1,0
285,46,0,0,1,0,2,0
1837,54,0,0,1,0,7,0
2331,11,0,0,1,0,2,0
306,19,0,0,1,0,3,0
42,24,0,0,0,0,4,0
153,10,0,0,0,0,1,0
518,20,0,0,1,0,4,0
244,46,0,0,1,0,5,0
1630,34,0,0,2,0,0,0
1406,40,0,0,0,0,4,0
58,9,0,0,0,0,1,0
162,44,0,0,0,0,6,0
1803,20,0,0,1,0,0,0
1550,30,0,0,0,0,0,0
419,37,0,0,0,0,1,0
527,41,0,0,0,0,2,0
200,31,0,0,1,0,3,0
231,26,0,0,0,0,3,0
146,18,0,0,0,0,0,0
188,13,0,0,0,0,2,0
314,35,0,0,1,0,2,0
627,22,0,0,0,0,0,0
305,7,0,0,0,0,0,0
34,10,0,0,0,0,1,0
1542,40,0,0,0,0,2,0
192,29,0,0,1,0,5,0
856,29,0,0,1,0,5,0
187,27,0,0,0,0,1,0
374,10,0,0,1,0,1,0
1178,36,0,0,1,0,4,0
96,10,0,0,0,0,1,0
1393,11,0,0,1,0,2,0
723,31,0,0,1,0,3,0
2401,34,0,0,0,0,3,0
1932,36,0,0,1,0,4,0
316,22,0,0,1,0,0,0
128,32,0,0,0,0,1,0
245,27,0,0,0,0,0,0
144,20,0,0,0,0,1,0
1056,22,0,0,1,0,0,0
177,33,0,0,0,0,2,0
675,22,0,0,1,0,0,0
198,12,0,0,0,0,1,0
3710,49,0,0,1,0,5,0
246,10,0,0,1,0,1,0
770,29,0,0,0,0,3,0
517,11,0,0,1,0,2,0
12,19,0,0,0,0,1,0
278,11,0,0,1,0,1,0
1082,42,0,0,1,0,2,0
321,42,0,0,0,0,2,0
450,10,0,0,0,0,1,0
310,68,0,0,1,0,7,0
2163,28,0,0,0,0,0,0
503,24,0,0,1,0,1,0
207,15,0,0,1,0,0,0
1473,15,0,0,0,0,2,0
166,10,0,0,1,0,1,0
385,12,0,0,0,0,1,0
1405,26,0,0,1,0,2,0
1090,15,0,0,0,0,2,0
320,15,0,0,1,0,3,0
2606,16,0,0,0,0,1,0
1506,25,0,0,1,0,4,0
847,28,0,0,0,0,1,0
706,15,0,0,2,0,2,0
323,28,0,0,0,0,1,0
1126,13,0,0,0,0,0,0
4312,15,0,0,1,0,2,0
195,11,0,0,1,0,1,0
210,27,0,0,1,0,0,0
172,11,0,0,0,0,1,0
1034,18,0,0,1,0,0,0
19,14,0,0,0,0,0,0
337,40,0,0,1,0,2,0
389,37,0,0,1,0,7,0
735,45,0,0,1,0,3,0
5132,15,0,0,1,0,2,0
496,67,0,0,1,0,6,0
1061,13,0,0,1,0,0,0
2453,21,0,0,0,0,1,0
370,67,0,0,0,0,6,0
83,15,0,0,0,0,1,0
240,19,0,0,1,0,3,0
434,55,0,0,0,0,6,0
399,3,0,0,0,0,0,0
552,10,0,0,0,0,0,0
774,21,0,0,1,0,1,0
1539,60,0,0,1,0,7,0
288,24,0,0,0,0,2,0
235,20,0,0,0,0,0,0
646,29,0,0,0,0,3,0
2387,60,0,0,1,0,7,0
579,12,0,0,1,0,0,0
353,10,0,0,2,0,0,0
775,14,0,0,0,0,1,0
334,50,0,0,1,0,2,0
271,12,0,0,0,0,1,0
780,14,0,0,0,0,1,0
449,6,0,0,0,1,0,0
524,13,0,0,0,0,0,0
1139,13,0,0,0,0,0,0
502,67,0,0,1,0,6,0
1411,26,0,0,1,0,2,0
331,50,0,0,1,0,2,0
520,11,0,0,1,0,2,0
1398,11,0,0,1,0,2,0
316,41,0,0,1,0,2,0
389,6,0,0,0,0,1,0
714,15,0,0,1,0,1,0
2343,11,0,0,1,0,2,0
189,24,0,0,0,0,0,0
270,12,0,0,0,0,1,0
444,6,0,0,0,1,0,0
369,49,0,0,0,0,0,0
683,46,0,0,1,0,3,0
946,34,0,0,1,0,1,0
523,13,0,0,0,0,0,0
350,10,0,0,2,0,0,0
232,24,0,0,0,0,1,0
575,12,0,0,1,0,0,0
647,29,0,0,0,0,3,0
769,21,0,0,1,0,1,0
287,24,0,0,0,0,2,0
1526,60,0,0,1,0,7,0
2370,60,0,0,1,0,7,0
429,55,0,0,0,0,6,0
397,3,0,0,0,0,0,0
652,33,0,0,0,0,0,0
2440,21,0,0,0,0,1,0
6436,25,0,0,1,0,1,0
907,27,0,0,0,0,2,0
7589,7,0,0,0,0,0,0
7614,24,0,0,0,0,3,0
591,17,0,0,1,0,1,0
2374,16,0,0,1,0,1,0
564,25,0,0,0,0,4,0
1957,26,0,0,1,0,1,0
1022,45,0,0,1,0,4,0
1619,29,0,0,1,0,2,0
171,8,0,0,0,0,0,0
371,8,0,0,1,0,0,0
519,8,0,0,0,0,0,0
4281,29,1,1,2,0,0,0
7201,29,0,0,2,0,1,0
860,24,0,0,0,0,1,0
1766,57,0,0,1,0,6,0
710,43,0,0,0,0,1,0
406,25,0,0,0,0,1,0
148,14,0,0,0,0,1,0
2434,20,0,0,1,0,0,0
3325,4,0,0,1,0,1,0
903,22,0,0,1,0,0,0
3530,16,0,0,1,0,1,0
4506,16,0,0,1,0,1,0
2841,11,0,0,1,0,0,0
2120,31,0,0,2,0,0,0
568,18,0,0,1,0,1,0
1368,27,0,0,0,0,3,0
3446,22,0,0,1,0,0,0
777,36,2,1,0,0,1,0
1044,18,0,0,0,0,1,0
2415,64,0,0,2,0,8,0
1027,42,0,0,1,0,2,0
4701,16,0,0,1,0,1,0
2480,58,0,0,0,0,3,0
1498,37,0,0,1,0,2,0
566,32,0,0,1,0,1,0
867,4,0,0,0,0,0,0
541,14,0,0,1,0,0,0
1548,27,0,0,1,0,1,0
89,12,0,0,0,0,1,0
589,10,0,0,0,0,0,0
119,12,0,0,0,0,1,0
231,11,0,0,0,0,0,0
440,15,0,0,0,0,2,0
1800,6,0,0,2,0,1,0
1081,54,0,0,0,0,4,0
3497,33,0,0,1,0,4,0
1121,62,0,0,1,0,8,0
418,17,0,0,0,0,0,0
294,12,0,0,0,0,0,0
483,18,0,0,0,0,0,0
501,69,0,0,0,0,10,0
737,63,0,0,1,0,10,0
1777,29,0,0,1,0,4,0
139,5,0,0,0,0,0,0
552,57,0,0,1,0,6,0
4349,33,0,0,1,0,4,0
602,40,0,0,1,0,2,0
581,62,0,0,0,0,4,0
782,53,0,0,1,0,6,0
428,55,0,0,0,0,9,0
515,40,0,0,1,0,2,0
468,55,0,0,0,0,9,0
624,17,0,0,0,0,0,0
301,19,0,0,0,0,0,0
480,62,0,0,0,0,4,0
880,50,0,0,0,0,6,0
1600,16,0,0,1,0,2,0
538,6,0,0,0,0,1,0
546,27,0,0,1,0,0,0
387,21,0,0,0,0,1,0
518,40,0,0,0,0,3,0
36,20,0,0,0,0,0,0
623,14,0,0,0,0,0,0
674,29,0,0,0,0,2,0
543,15,0,0,0,0,0,0
796,19,0,0,0,0,0,0
516,80,0,0,0,0,3,0
1076,9,0,0,0,0,0,0
292,12,0,0,1,0,0,0
615,33,0,0,0,0,3,0
1338,14,0,0,0,0,0,0
975,64,0,0,0,0,5,0
267,24,0,0,0,0,0,0
783,20,0,0,0,0,0,0
1339,13,0,0,0,0,0,0
555,82,0,0,1,0,9,0
127,28,0,0,0,0,1,0
3069,24,0,0,2,0,0,0
2137,21,0,0,1,0,1,0
7221,40,0,0,1,0,1,0
767,27,0,0,0,0,1,0
5553,40,0,0,1,0,1,0
2454,28,0,0,1,0,0,0
826,9,0,0,1,0,0,0
1279,50,0,0,0,0,2,0
357,26,0,0,0,0,1,0
4926,21,0,0,1,0,2,0
444,28,0,0,1,0,0,0
1157,19,0,0,1,0,1,0
1920,16,0,0,1,0,1,0
513,20,0,0,0,0,1,0
1717,13,0,0,1,0,0,0
84,22,0,0,0,0,0,0
387,21,0,0,0,0,0,0
435,14,0,0,2,0,0,0
739,62,0,0,1,0,3,0
997,22,0,0,1,0,2,0
168,28,0,0,1,0,3,0
518,62,0,0,0,0,2,0
680,67,0,0,1,0,3,0
390,33,0,0,0,0,3,0
647,72,0,0,0,0,8,0
1835,19,0,0,0,0,1,0
1430,40,0,0,1,0,1,0
385,21,0,0,0,0,0,0
230,24,0,0,0,0,4,0
412,23,0,0,0,0,4,0
375,16,0,0,1,0,2,0
630,33,0,0,0,0,3,0
527,63,0,0,0,0,1,0
414,35,0,0,0,0,3,0
653,65,0,0,1,0,2,0
335,11,0,0,1,0,1,0
438,31,0,0,0,0,6,0
645,23,0,0,1,0,0,0
486,42,0,0,0,0,2,0
3639,31,0,0,1,0,1,0
3573,31,0,0,1,0,1,0
2520,28,0,0,1,0,3,0
1294,26,0,0,0,0,0,0
2701,31,0,0,1,0,1,0
539,27,0,0,0,0,1,0
815,32,0,0,1,0,3,0
709,57,0,0,0,0,1,0
599,24,0,0,1,0,1,0
658,29,0,0,0,0,1,0
733,34,0,0,1,0,1,0
629,64,0,0,1,0,2,0
634,44,0,0,1,0,5,0
2472,28,0,0,1,0,3,0
1514,41,0,0,0,0,2,0
2080,36,0,0,1,0,1,0
924,41,0,0,0,0,2,0
695,64,0,0,1,0,5,0
594,47,0,0,0,0,5,0
642,57,0,0,0,0,5,0
606,44,0,0,0,0,5,0
2176,28,0,0,1,0,4,0
1810,28,0,0,1,0,4,0
2733,28,0,0,1,0,3,0
598,23,0,0,1,0,3,0
510,32,0,0,0,0,3,0
656,32,0,0,1,0,1,0
401,42,0,0,0,0,1,0
328,44,0,0,0,0,0,0
682,43,0,0,1,0,1,0
710,31,0,0,1,0,4,0
690,35,0,0,1,0,0,0
1230,43,0,0,1,0,1,0
694,63,0,0,0,0,10,0
288,22,0,0,0,0,0,0
307,23,0,0,0,0,0,0
282,16,0,0,0,0,1,0
311,27,0,0,0,0,0,0
1969,28,0,0,1,0,3,0
1099,41,0,0,1,0,5,0
927,54,0,0,1,0,5,0
396,39,0,0,0,0,6,0
312,28,0,0,0,0,0,0
547,16,0,0,1,0,0,0
537,20,0,0,0,0,1,0
822,70,0,0,0,0,8,0
574,75,0,0,0,0,11,0
332,48,0,0,0,0,1,0
3229,33,0,0,1,0,4,0
504,67,0,0,0,0,8,0
298,14,0,0,0,0,0,0
517,46,0,0,0,0,3,0
1488,26,0,0,0,0,2,0
298,22,0,0,0,0,1,0
272,6,0,0,0,0,1,0
279,13,0,0,0,0,0,0
155,18,0,0,0,0,3,0
209,10,0,0,0,0,0,0
644,41,0,0,0,0,7,0
2369,15,0,0,1,0,1,0
399,14,0,0,1,0,3,0
239,16,0,0,0,0,3,0
126,17,0,0,0,0,3,0
2019,22,0,0,1,0,4,0
253,33,0,0,0,0,4,0
827,17,0,0,1,0,3,0
328,17,0,0,0,0,3,0
144,12,0,0,0,0,0,0
409,25,0,0,1,0,7,0
989,22,0,0,1,0,0,0
3336,42,0,0,1,0,3,0
328,19,0,0,1,0,1,0
1605,28,0,0,1,0,3,0
526,27,0,0,1,0,6,0
662,28,0,0,1,0,3,0
131,40,0,0,0,0,2,0
386,27,0,0,0,0,6,0
299,12,0,0,0,0,1,0
530,33,0,0,0,0,0,0
303,18,0,0,1,0,3,0
1286,18,0,0,1,0,0,0
3915,14,0,0,1,0,0,0
1574,18,0,0,1,0,3,0
185,19,0,0,0,0,1,0
141,44,0,0,0,0,3,0
3226,23,0,0,1,0,4,0
2698,23,0,0,1,0,4,0
3270,14,0,0,0,0,0,0
148,23,0,0,0,0,4,0
1221,10,0,0,1,0,0,0
419,54,0,0,1,0,5,0
1292,18,0,0,1,0,3,0
891,18,0,0,1,0,3,0
1016,59,0,0,1,0,6,0
110,23,0,0,0,0,4,0
1195,15,0,0,0,0,1,0
324,17,0,0,0,0,3,0
457,12,0,0,1,0,0,0
986,31,0,0,2,0,5,0
27,13,0,0,0,0,0,0
236,18,0,0,0,0,2,0
1949,15,0,0,1,0,1,0
267,22,0,0,0,0,1,0
1059,10,0,0,1,0,0,0
225,24,0,0,1,0,0,0
2148,22,0,0,1,0,0,0
672,31,0,0,2,0,5,0
792,32,0,0,1,0,0,0
204,27,0,0,0,0,1,0
1589,15,0,0,1,0,1,0
821,21,0,0,1,0,4,0
576,53,0,0,1,0,2,0
262,32,0,0,1,0,0,0
281,34,0,0,1,0,1,0
1700,26,0,0,1,0,1,0
647,15,0,0,1,0,1,0
438,21,0,0,0,0,0,0
2003,26,0,0,1,0,1,0
751,28,0,0,1,0,1,0
196,24,0,0,0,0,0,0
1394,15,0,0,0,0,1,0
1313,24,0,0,0,0,0,0
1870,68,0,0,1,0,4,0
58,10,0,0,0,0,0,0
1075,33,0,0,0,0,2,0
1592,32,0,0,1,0,2,0
566,24,0,0,0,0,0,0
555,31,0,0,1,0,0,0
627,27,0,0,1,0,1,0
933,30,0,0,0,0,0,0
1060,40,0,0,0,0,1,0
1721,35,0,0,0,0,1,0
2311,15,0,0,1,0,1,0
2403,10,0,0,0,0,0,0
1953,18,0,0,0,0,2,0
138,8,0,0,1,0,0,0
1476,10,0,0,1,0,0,0
975,23,0,0,1,0,0,0
1161,10,0,0,0,0,0,0
1728,18,0,0,0,0,1,0
457,10,0,0,1,0,0,0
1257,19,0,0,0,0,0,0
1293,15,0,0,1,0,1,0
370,11,0,0,1,0,0,0
796,63,0,0,0,0,4,0
454,10,0,0,1,0,0,0
652,19,0,0,0,0,0,0
216,19,0,0,0,0,0,0
765,16,0,0,2,0,0,0
161,26,0,0,0,0,1,0
684,20,0,0,1,0,1,0
1110,52,0,0,0,0,5,0
108,23,0,0,0,0,0,0
319,11,0,0,0,0,0,0
114,8,0,0,1,0,0,0
347,15,0,0,1,0,0,0
693,77,0,0,0,0,12,0
215,55,0,0,0,0,5,0
638,13,0,0,0,0,0,0
1722,27,0,0,1,0,1,0
303,17,0,0,0,0,3,0
364,8,0,0,1,0,0,0
3015,37,0,0,1,0,5,0
1639,15,0,0,1,0,1,0
249,19,0,0,0,0,1,0
1064,50,0,0,1,0,2,0
1184,36,0,0,1,0,2,0
1658,15,0,0,1,0,1,0
493,27,0,0,1,0,1,0
169,15,0,0,0,0,0,0
72,41,0,0,0,0,3,0
880,34,0,0,0,0,2,0
1775,26,0,0,1,0,1,0
360,31,0,0,1,0,1,0
1419,41,0,0,1,0,3,0
785,32,0,0,1,0,2,0
202,29,0,0,0,0,1,0
1213,31,0,0,0,0,1,0
926,24,0,0,1,0,3,0
193,17,0,0,0,0,3,0
288,10,0,0,0,0,0,0
609,19,0,0,1,0,2,0
1193,21,0,0,1,0,0,0
518,17,0,0,0,0,3,0
233,17,0,0,0,0,3,0
3355,16,0,0,1,0,2,0
644,18,0,0,1,0,0,0
1519,15,0,0,1,0,0,0
1498,26,0,0,1,0,2,0
112,25,0,0,0,0,0,0
304,17,0,0,0,0,3,0
291,17,0,0,1,0,0,0
238,7,0,0,1,0,0,0
323,20,0,0,1,0,0,0
401,21,0,0,1,0,1,0
251,17,0,0,1,0,3,0
845,38,0,0,1,0,10,0
395,14,0,0,1,0,3,0
469,29,0,0,0,0,1,0
2005,22,0,0,1,0,4,0
260,10,0,0,0,0,0,0
571,23,0,0,0,0,4,0
145,18,0,0,0,0,3,0
144,16,0,0,1,0,0,0
395,10,0,0,1,0,0,0
820,17,0,0,1,0,3,0
567,41,0,0,1,0,4,0
462,66,0,0,1,0,6,0
123,68,0,0,0,0,6,0
331,48,0,0,0,0,5,0
457,39,0,0,0,0,4,0
128,13,0,0,0,0,0,0
413,42,0,0,0,0,4,0
371,46,0,0,0,0,3,0
465,66,0,0,1,0,6,0
1027,64,0,0,0,0,1,0
6862,13,0,0,1,0,0,0
588,42,0,0,0,0,7,0
904,30,0,0,1,0,3,0
492,67,0,0,1,0,6,0
549,41,0,0,0,0,7,0
504,67,0,0,1,0,6,0
580,42,0,0,0,0,7,0
960,28,0,0,0,0,1,0
1341,66,0,0,1,1,1,0
1786,17,0,0,1,0,1,0
4219,33,0,0,2,0,1,0
1818,16,0,0,1,0,0,0
479,65,1,1,0,0,1,0
2029,45,0,0,0,0,0,0
3542,26,0,0,0,0,1,0
2654,28,0,0,1,0,1,0
310,17,0,0,1,0,1,0
3650,68,0,0,1,0,3,0
1482,11,0,0,2,0,0,0
1003,61,0,0,1,0,1,0
878,26,0,0,1,0,0,0
899,57,0,0,0,0,0,0
2221,21,1,1,0,0,0,0
3291,22,0,0,1,0,0,0
916,52,1,1,1,0,2,0
5934,59,0,0,2,0,2,0
3131,11,0,0,1,0,0,0
190,31,0,0,0,0,0,0
9010,40,0,0,0,0,0,0
1454,22,0,0,0,0,0,0
3018,15,0,0,1,0,0,0
3688,43,0,0,2,0,1,0
3026,26,0,0,1,0,0,0
1188,27,0,0,1,0,0,0
3194,78,0,0,1,0,2,0
1409,36,0,0,0,0,0,0
1078,28,0,0,0,0,0,0
5933,75,0,0,1,0,4,0
3157,65,0,0,0,0,1,0
5264,28,0,0,1,0,0,0
439,53,0,0,0,0,6,0
2187,34,0,0,0,0,5,0
2295,25,0,0,0,0,0,0
2365,34,0,0,0,0,5,0
5283,35,0,0,3,0,2,0
888,55,0,0,1,1,0,0
2594,12,0,0,3,0,1,0
1468,24,0,0,3,0,1,0
281,31,0,0,0,0,0,0
5736,37,0,0,1,0,1,0
380,30,0,0,0,0,0,0
566,28,0,0,0,0,1,0
785,12,0,0,1,0,1,0
7512,24,0,0,3,0,0,0
1152,12,0,0,1,0,1,0
1529,50,0,0,2,0,0,0
1563,36,0,0,2,0,1,0
936,42,0,0,0,0,2,0
686,21,1,1,2,0,1,0
907,14,0,0,1,0,2,0
2339,18,0,0,0,0,1,0
1835,39,0,0,0,0,0,0
799,44,2,1,2,1,1,0
5980,28,0,0,0,0,0,0
3488,83,0,0,0,0,20,0
589,20,0,0,0,0,0,0
3384,22,0,0,1,0,0,0
3310,27,0,0,1,0,0,0
2686,27,0,0,0,0,0,0
762,39,2,1,1,1,2,0
1545,58,3,1,2,2,2,0
862,20,0,0,0,0,2,0
88,32,0,0,0,0,0,0
1471,18,1,1,2,0,0,0
4427,22,2,1,3,0,1,0
1150,17,1,1,2,0,0,0
3057,26,0,0,0,0,0,0
61,30,0,0,0,0,2,0
444,23,0,0,1,0,0,0
465,40,0,0,1,0,1,0
662,11,0,0,1,0,0,0
1428,17,0,0,2,0,0,0
5788,46,0,0,0,0,0,0
1633,16,1,1,2,0,1,0
2039,55,0,0,1,0,0,0
196,22,0,0,0,0,0,0
772,58,1,1,1,0,3,0
795,36,0,0,1,1,3,0
4124,37,0,0,2,0,1,0
134,21,0,0,0,0,4,0
566,67,1,1,1,0,10,0
229,50,0,0,0,0,1,0
1904,49,0,0,0,0,1,0
2115,47,0,0,0,0,3,0
2540,12,0,0,3,0,1,0
1452,24,0,0,3,0,1,0
880,55,0,0,1,1,0,0
547,10,0,0,0,0,1,0
8170,24,0,0,3,0,0,0
1571,28,0,0,1,0,0,0
1006,41,0,0,1,1,3,0
25,40,0,0,0,0,0,0
3606,29,0,0,1,0,1,0
2349,18,0,0,1,0,0,0
3502,40,0,0,1,0,1,0
1268,24,0,0,1,0,0,0
2806,10,0,0,0,0,0,0
976,12,0,0,0,0,0,0
861,27,0,0,1,0,0,0
547,28,0,0,2,1,1,0
3249,38,0,0,1,0,1,0
1944,28,2,1,2,0,0,0
1201,15,0,0,0,0,0,0
5410,42,0,0,3,0,0,0
123,28,0,0,1,1,0,0
1412,31,1,1,0,0,0,0
2191,51,2,1,3,0,0,0
761,31,0,0,0,0,1,0
1283,27,0,0,0,0,1,0
69,21,0,0,1,0,1,0
1148,20,0,0,0,0,0,0
1166,29,1,1,1,0,0,0
172,18,1,1,1,0,0,0
2839,58,1,1,2,0,0,0
10941,22,0,0,0,0,0,0
1302,50,3,1,1,0,1,0
45,29,0,0,1,0,1,0
124,16,0,0,1,0,0,0
2138,46,0,0,1,0,1,0
2788,61,0,0,0,1,2,0
4216,62,0,0,1,0,3,0
1433,20,0,0,0,0,0,0
2632,42,0,0,1,0,1,0
796,32,0,0,1,0,0,0
1546,33,0,0,1,0,2,0
5685,39,3,1,3,0,1,0
26,27,0,0,0,0,0,0
1020,16,0,0,0,0,1,0
239,22,0,0,0,0,0,0
1324,19,1,1,1,0,0,0
3634,62,0,0,2,0,1,0
502,20,0,0,0,0,0,0
1757,17,0,0,0,0,0,0
103,20,0,0,0,0,1,0
583,8,0,0,0,0,0,0
3083,22,0,0,1,0,1,0
455,10,0,0,0,0,1,0
461,70,0,0,1,1,5,0
427,32,0,0,1,0,3,0
471,18,0,0,1,0,3,0
1122,17,0,0,2,0,1,0
445,28,2,1,0,0,0,0
419,10,0,0,0,0,1,0
436,27,0,0,0,0,3,0
1021,16,0,0,0,0,1,0
207,27,0,0,0,0,1,0
1498,36,0,0,1,0,4,0
1679,19,0,0,1,0,2,0
409,23,0,0,0,0,1,0
2196,11,0,0,0,0,1,0
441,28,2,1,0,0,0,0
566,18,0,0,1,0,1,0
1118,17,0,0,2,0,1,0
366,8,0,0,0,0,0,0
410,52,0,0,0,0,3,0
361,3,0,0,1,0,0,0
349,7,0,0,0,0,0,0
356,14,0,0,0,0,0,0
431,38,0,0,0,0,2,0
20,3,0,0,0,0,0,0
377,17,0,0,0,0,1,0
503,20,0,0,0,0,1,0
376,16,0,0,0,0,0,0
368,8,0,0,0,0,0,0
386,9,0,0,0,0,0,0
372,12,0,0,0,0,0,0
384,24,0,0,0,0,4,0
1975,28,0,0,1,0,3,0
359,15,0,0,0,0,0,0
205,27,0,0,0,0,1,0
418,25,0,0,0,0,1,0
390,30,0,0,0,0,0,0
369,9,0,0,0,0,1,0
811,5,0,0,1,0,0,0
357,9,0,0,0,0,1,0
357,15,0,0,0,0,0,0
763,53,0,0,0,0,3,0
588,28,0,0,1,0,3,0
202,34,0,0,0,0,3,0
618,34,0,0,0,0,3,0
353,5,0,0,0,0,1,0
437,50,0,0,0,0,0,0
342,101,0,0,0,0,29,0
370,28,0,0,0,0,1,0
419,12,0,0,0,0,1,0
378,20,0,0,0,0,3,0
391,10,0,0,0,0,1,0
360,12,0,0,0,0,0,0
494,13,0,0,0,0,1,0
362,10,0,0,0,0,1,0
376,18,0,0,0,0,0,0
367,25,0,0,0,0,1,0
360,12,0,0,0,0,1,0
371,29,0,0,0,0,0,0
1738,18,0,0,0,0,1,0
368,10,0,0,0,0,1,0
380,32,0,0,0,0,1,0
366,8,0,0,0,0,0,0
351,9,0,0,0,0,1,0
356,14,0,0,0,0,0,0
192,18,0,0,0,0,0,0
373,6,0,0,0,0,0,0
381,20,0,0,0,0,0,0
388,27,0,0,0,0,0,0
382,17,0,0,0,0,1,0
319,28,0,0,0,0,2,0
402,35,0,0,0,0,2,0
263,101,0,0,0,0,29,0
421,20,0,0,0,0,0,0
369,8,0,0,0,0,0,0
431,23,0,0,0,0,4,0
379,8,0,0,0,0,0,0
434,14,0,0,0,0,0,0
861,70,0,0,0,0,4,0
380,13,0,0,0,0,1,0
251,19,0,0,0,0,1,0
250,20,0,0,0,0,2,0
239,18,0,0,0,0,1,0
373,8,0,0,0,0,0,0
1511,42,0,0,0,0,1,0
382,21,0,0,0,0,1,0
227,36,0,0,0,0,2,0
383,22,0,0,0,0,2,0
382,21,0,0,0,0,1,0
172,18,0,0,0,0,0,0
664,27,0,0,0,0,3,0
93,18,0,0,0,0,0,0
426,17,0,0,0,0,1,0
376,9,0,0,0,0,1,0
545,7,1,1,0,0,1,0
871,33,0,0,1,0,1,0
388,27,0,0,0,0,2,0
209,19,0,0,0,0,3,0
243,41,0,0,0,0,2,0
1445,35,0,0,2,0,1,0
2187,17,0,0,1,0,1,0
323,33,0,0,0,0,0,0
1850,4,0,0,0,0,1,0
2339,38,0,0,1,0,1,0
2925,29,0,0,2,0,0,0
2529,19,0,0,1,0,1,0
563,14,0,0,0,0,0,0
3653,19,0,0,1,0,1,0
18,62,0,0,0,0,3,0
20,65,0,0,0,0,2,0
1883,29,0,0,3,0,0,0
6036,29,0,0,2,0,0,0
2051,40,0,0,1,0,1,0
117,22,0,0,1,0,1,0
992,26,0,0,0,0,3,0
1197,27,0,0,0,0,1,0
17,35,0,0,0,0,1,0
172,25,0,0,0,0,3,0
157,20,0,0,0,0,1,0
1438,40,0,0,1,1,5,0
1593,19,1,1,0,0,0,0
1587,33,0,0,1,0,1,0
584,37,0,0,1,0,2,0
1427,40,0,0,1,1,5,0
895,45,0,0,0,0,6,0
1584,19,1,1,0,0,0,0
228,20,0,0,1,0,0,0
2810,68,1,1,2,0,11,1
872,44,0,0,1,0,1,1
750,46,1,1,1,0,4,1
262,72,0,0,2,0,5,1
280,14,0,0,1,0,0,1
1025,30,1,1,0,1,0,1
1454,19,1,1,1,0,1,1
355,31,1,1,0,0,1,1
601,27,0,0,1,0,5,1
280,42,0,0,1,0,1,1
12,54,0,0,0,0,14,1
325,42,0,0,2,0,1,1
576,28,0,0,0,0,2,1
1,59,0,0,0,0,1,1
873,53,2,1,1,0,4,1
690,29,0,0,0,0,0,1
136,0,0,0,2,0,0,1
